name,type,category,price,quantity
Product 1983,Books,Books & Literature,23.77,31
Product 1984,Home Decor,Toys & Games,70.77,77
Product 1985,Books,Books & Literature,306.36,41
Product 1986,Books,Toys & Games,121.95,46
Product 1987,Electronics,Apparel & Fashion,30.03,26
Product 1988,Toys & Games,Home & Garden,359.34,36
Product 1989,Home Decor,Apparel & Fashion,360.89,63
Product 1990,Home Decor,Apparel & Fashion,63.03,41
Product 1991,Books,Apparel & Fashion,284.48,8
Product 1992,Home Decor,Apparel & Fashion,130.5,96
Product 1993,Clothing,Home & Garden,480.92,18
Product 1994,Toys & Games,Home & Garden,234.46,94
Product 1995,Electronics,Home & Garden,335.81,4
Product 1996,Electronics,Electronics & Gadgets,174.93,58
Product 1997,Electronics,Toys & Games,231.4,1
Product 1998,Toys & Games,Toys & Games,466.11,47
Product 1999,Toys & Games,Apparel & Fashion,239.0,77
Product 2000,Home Decor,Apparel & Fashion,199.09,14
Product 2001,Books,Toys & Games,193.37,96
Product 2002,Electronics,Books & Literature,458.08,92
Product 2003,Clothing,Toys & Games,212.25,3
Product 2004,Clothing,Apparel & Fashion,252.23,99
Product 2005,Toys & Games,Apparel & Fashion,271.52,57
Product 2006,Home Decor,Apparel & Fashion,481.74,82
Product 2007,Home Decor,Home & Garden,42.02,12
Product 2008,Books,Electronics & Gadgets,307.91,35
Product 2009,Clothing,Toys & Games,455.49,99
Product 2010,Electronics,Home & Garden,259.45,14
Product 2011,Electronics,Electronics & Gadgets,202.78,46
Product 2012,Home Decor,Apparel & Fashion,420.1,38
Product 2013,Home Decor,Toys & Games,441.79,78
Product 2014,Books,Home & Garden,42.01,87
Product 2015,Electronics,Electronics & Gadgets,275.55,94
Product 2016,Electronics,Toys & Games,216.22,42
Product 2017,Books,Home & Garden,214.37,19
Product 2018,Clothing,Apparel & Fashion,13.37,90
Product 2019,Home Decor,Toys & Games,313.06,35
Product 2020,Toys & Games,Books & Literature,259.64,62
Product 2021,Home Decor,Books & Literature,209.68,13
Product 2022,Home Decor,Toys & Games,193.91,47
Product 2023,Toys & Games,Electronics & Gadgets,371.58,84
Product 2024,Electronics,Electronics & Gadgets,251.8,97
Product 2025,Home Decor,Books & Literature,56.07,75
Product 2026,Electronics,Electronics & Gadgets,90.92,52
Product 2027,Clothing,Books & Literature,182.05,49
Product 2028,Home Decor,Home & Garden,10.71,17
Product 2029,Clothing,Books & Literature,315.98,10
Product 2030,Toys & Games,Home & Garden,29.03,77
Product 2031,Books,Toys & Games,211.62,18
Product 2032,Toys & Games,Toys & Games,238.26,77
Product 2033,Toys & Games,Books & Literature,398.03,65
Product 2034,Home Decor,Toys & Games,187.21,77
Product 2035,Home Decor,Electronics & Gadgets,346.08,40
Product 2036,Home Decor,Home & Garden,344.81,81
Product 2037,Clothing,Home & Garden,205.22,70
Product 2038,Books,Home & Garden,75.23,15
Product 2039,Electronics,Home & Garden,232.38,14
Product 2040,Home Decor,Electronics & Gadgets,268.38,46
Product 2041,Toys & Games,Toys & Games,154.05,35
Product 2042,Home Decor,Apparel & Fashion,223.14,6
Product 2043,Electronics,Electronics & Gadgets,459.61,56
Product 2044,Clothing,Home & Garden,389.15,29
Product 2045,Electronics,Home & Garden,193.52,45
Product 2046,Books,Books & Literature,379.76,3
Product 2047,Toys & Games,Books & Literature,62.96,87
Product 2048,Books,Home & Garden,175.34,5
Product 2049,Home Decor,Books & Literature,175.56,56
Product 2050,Clothing,Apparel & Fashion,303.57,40
Product 2051,Home Decor,Home & Garden,162.26,3
Product 2052,Electronics,Apparel & Fashion,333.17,76
Product 2053,Home Decor,Apparel & Fashion,124.85,68
Product 2054,Clothing,Apparel & Fashion,88.2,96
Product 2055,Toys & Games,Books & Literature,346.79,59
Product 2056,Clothing,Electronics & Gadgets,321.04,27
Product 2057,Home Decor,Electronics & Gadgets,325.51,46
Product 2058,Clothing,Apparel & Fashion,448.63,82
Product 2059,Books,Toys & Games,93.9,49
Product 2060,Home Decor,Apparel & Fashion,88.69,57
Product 2061,Clothing,Books & Literature,335.65,34
Product 2062,Toys & Games,Books & Literature,15.44,8
Product 2063,Toys & Games,Apparel & Fashion,411.88,98
Product 2064,Books,Books & Literature,176.67,34
Product 2065,Toys & Games,Apparel & Fashion,350.51,17
Product 2066,Electronics,Books & Literature,224.03,56
Product 2067,Home Decor,Toys & Games,340.82,65
Product 2068,Toys & Games,Electronics & Gadgets,457.77,91
Product 2069,Books,Apparel & Fashion,179.85,25
Product 2070,Clothing,Apparel & Fashion,152.06,62
Product 2071,Clothing,Electronics & Gadgets,49.25,64
Product 2072,Books,Electronics & Gadgets,9.65,65
Product 2073,Clothing,Apparel & Fashion,451.43,43
Product 2074,Toys & Games,Home & Garden,215.88,9
Product 2075,Books,Apparel & Fashion,481.59,36
Product 2076,Clothing,Apparel & Fashion,52.99,25
Product 2077,Toys & Games,Apparel & Fashion,176.43,27
Product 2078,Toys & Games,Books & Literature,370.54,15
Product 2079,Electronics,Toys & Games,368.28,35
Product 2080,Clothing,Electronics & Gadgets,273.74,16
Product 2081,Electronics,Books & Literature,374.73,32
Product 2082,Clothing,Apparel & Fashion,36.33,68
Product 2083,Books,Apparel & Fashion,51.08,57
Product 2084,Electronics,Toys & Games,490.99,100
Product 2085,Electronics,Home & Garden,168.27,79
Product 2086,Electronics,Home & Garden,204.16,26
Product 2087,Clothing,Electronics & Gadgets,196.85,90
Product 2088,Toys & Games,Home & Garden,38.5,57
Product 2089,Home Decor,Books & Literature,401.23,100
Product 2090,Clothing,Apparel & Fashion,106.27,58
Product 2091,Clothing,Toys & Games,288.42,22
Product 2092,Toys & Games,Electronics & Gadgets,454.67,63
Product 2093,Electronics,Electronics & Gadgets,455.63,79
Product 2094,Clothing,Electronics & Gadgets,315.83,92
Product 2095,Electronics,Electronics & Gadgets,252.68,3
Product 2096,Electronics,Electronics & Gadgets,166.1,46
Product 2097,Clothing,Electronics & Gadgets,491.41,55
Product 2098,Toys & Games,Books & Literature,69.01,92
Product 2099,Books,Apparel & Fashion,230.2,15
Product 2100,Toys & Games,Home & Garden,116.31,61
Product 2101,Clothing,Electronics & Gadgets,37.7,72
Product 2102,Clothing,Home & Garden,182.85,18
Product 2103,Toys & Games,Books & Literature,247.77,49
Product 2104,Toys & Games,Home & Garden,246.18,40
Product 2105,Home Decor,Home & Garden,334.63,94
Product 2106,Toys & Games,Apparel & Fashion,16.13,56
Product 2107,Home Decor,Electronics & Gadgets,235.88,67
Product 2108,Toys & Games,Apparel & Fashion,341.67,87
Product 2109,Home Decor,Apparel & Fashion,250.16,6
Product 2110,Books,Electronics & Gadgets,286.59,41
Product 2111,Toys & Games,Apparel & Fashion,160.52,34
Product 2112,Home Decor,Apparel & Fashion,17.0,30
Product 2113,Clothing,Books & Literature,473.49,4
Product 2114,Electronics,Books & Literature,411.94,16
Product 2115,Toys & Games,Electronics & Gadgets,444.42,100
Product 2116,Toys & Games,Apparel & Fashion,233.76,72
Product 2117,Clothing,Electronics & Gadgets,413.64,45
Product 2118,Clothing,Electronics & Gadgets,155.62,72
Product 2119,Books,Electronics & Gadgets,121.41,55
Product 2120,Books,Electronics & Gadgets,496.09,5
Product 2121,Books,Electronics & Gadgets,326.3,97
Product 2122,Electronics,Apparel & Fashion,152.02,99
Product 2123,Electronics,Books & Literature,33.43,37
Product 2124,Toys & Games,Toys & Games,321.8,63
Product 2125,Electronics,Home & Garden,470.76,16
Product 2126,Toys & Games,Home & Garden,432.98,10
Product 2127,Home Decor,Books & Literature,452.57,35
Product 2128,Clothing,Toys & Games,458.83,7
Product 2129,Clothing,Toys & Games,188.5,42
Product 2130,Home Decor,Electronics & Gadgets,488.99,43
Product 2131,Clothing,Apparel & Fashion,476.74,89
Product 2132,Books,Books & Literature,171.98,96
Product 2133,Toys & Games,Home & Garden,305.68,56
Product 2134,Toys & Games,Books & Literature,409.89,83
Product 2135,Home Decor,Home & Garden,36.12,98
Product 2136,Electronics,Electronics & Gadgets,280.6,8
Product 2137,Books,Electronics & Gadgets,288.77,99
Product 2138,Home Decor,Toys & Games,192.32,87
Product 2139,Home Decor,Apparel & Fashion,70.99,30
Product 2140,Clothing,Electronics & Gadgets,237.63,37
Product 2141,Toys & Games,Books & Literature,159.63,10
Product 2142,Electronics,Books & Literature,397.68,91
Product 2143,Electronics,Home & Garden,302.72,99
Product 2144,Home Decor,Apparel & Fashion,53.29,39
Product 2145,Home Decor,Books & Literature,44.56,50
Product 2146,Toys & Games,Home & Garden,39.06,17
Product 2147,Toys & Games,Toys & Games,333.48,76
Product 2148,Home Decor,Toys & Games,223.14,48
Product 2149,Electronics,Electronics & Gadgets,472.52,96
Product 2150,Clothing,Books & Literature,415.85,85
Product 2151,Electronics,Books & Literature,293.25,49
Product 2152,Electronics,Toys & Games,71.66,74
Product 2153,Books,Electronics & Gadgets,456.56,52
Product 2154,Books,Toys & Games,206.66,91
Product 2155,Clothing,Books & Literature,156.4,4
Product 2156,Home Decor,Electronics & Gadgets,13.13,19
Product 2157,Toys & Games,Toys & Games,411.31,89
Product 2158,Books,Apparel & Fashion,488.74,86
Product 2159,Books,Books & Literature,276.34,19
Product 2160,Clothing,Electronics & Gadgets,288.88,69
Product 2161,Clothing,Apparel & Fashion,103.16,91
Product 2162,Home Decor,Books & Literature,491.18,79
Product 2163,Toys & Games,Books & Literature,408.71,56
Product 2164,Home Decor,Books & Literature,205.12,46
Product 2165,Clothing,Apparel & Fashion,389.74,15
Product 2166,Books,Toys & Games,370.13,28
Product 2167,Books,Apparel & Fashion,462.03,18
Product 2168,Books,Electronics & Gadgets,228.48,14
Product 2169,Home Decor,Apparel & Fashion,480.9,9
Product 2170,Clothing,Toys & Games,335.24,75
Product 2171,Home Decor,Home & Garden,116.19,48
Product 2172,Toys & Games,Toys & Games,412.48,64
Product 2173,Clothing,Books & Literature,15.26,93
Product 2174,Toys & Games,Books & Literature,154.93,30
Product 2175,Home Decor,Books & Literature,313.39,95
Product 2176,Books,Electronics & Gadgets,43.29,100
Product 2177,Books,Electronics & Gadgets,338.52,73
Product 2178,Books,Apparel & Fashion,497.04,57
Product 2179,Home Decor,Home & Garden,488.79,90
Product 2180,Electronics,Apparel & Fashion,444.0,86
Product 2181,Electronics,Toys & Games,348.08,75
Product 2182,Toys & Games,Books & Literature,234.32,91
Product 2183,Books,Home & Garden,465.39,16
Product 2184,Toys & Games,Toys & Games,287.99,98
Product 2185,Clothing,Toys & Games,239.87,32
Product 2186,Electronics,Home & Garden,206.47,35
Product 2187,Electronics,Books & Literature,230.68,7
Product 2188,Toys & Games,Apparel & Fashion,398.11,70
Product 2189,Home Decor,Apparel & Fashion,186.3,26
Product 2190,Books,Books & Literature,484.54,80
Product 2191,Electronics,Apparel & Fashion,124.56,49
Product 2192,Clothing,Books & Literature,144.07,11
Product 2193,Books,Electronics & Gadgets,270.73,17
Product 2194,Books,Toys & Games,192.2,44
Product 2195,Books,Toys & Games,103.21,3
Product 2196,Clothing,Electronics & Gadgets,318.76,14
Product 2197,Books,Home & Garden,276.31,93
Product 2198,Toys & Games,Books & Literature,414.86,26
Product 2199,Electronics,Toys & Games,420.89,11
Product 2200,Toys & Games,Toys & Games,225.92,46
Product 2201,Clothing,Apparel & Fashion,261.94,8
Product 2202,Home Decor,Books & Literature,9.98,29
Product 2203,Home Decor,Electronics & Gadgets,203.58,68
Product 2204,Toys & Games,Home & Garden,207.98,37
Product 2205,Toys & Games,Apparel & Fashion,476.16,97
Product 2206,Books,Books & Literature,217.9,33
Product 2207,Electronics,Books & Literature,182.69,95
Product 2208,Home Decor,Apparel & Fashion,140.98,94
Product 2209,Books,Books & Literature,43.51,40
Product 2210,Books,Toys & Games,339.67,30
Product 2211,Electronics,Home & Garden,213.79,50
Product 2212,Electronics,Electronics & Gadgets,23.28,29
Product 2213,Books,Electronics & Gadgets,117.12,7
Product 2214,Home Decor,Books & Literature,489.91,22
Product 2215,Toys & Games,Toys & Games,144.28,37
Product 2216,Home Decor,Apparel & Fashion,449.25,80
Product 2217,Electronics,Toys & Games,329.5,71
Product 2218,Clothing,Toys & Games,219.67,30
Product 2219,Toys & Games,Books & Literature,496.68,36
Product 2220,Home Decor,Books & Literature,461.29,89
Product 2221,Books,Home & Garden,339.06,12
Product 2222,Books,Home & Garden,126.84,21
Product 2223,Toys & Games,Apparel & Fashion,20.84,40
Product 2224,Electronics,Books & Literature,352.31,39
Product 2225,Electronics,Electronics & Gadgets,20.88,10
Product 2226,Home Decor,Toys & Games,374.88,40
Product 2227,Toys & Games,Electronics & Gadgets,270.63,32
Product 2228,Books,Toys & Games,462.42,2
Product 2229,Home Decor,Home & Garden,319.91,61
Product 2230,Home Decor,Toys & Games,86.06,60
Product 2231,Clothing,Apparel & Fashion,327.82,54
Product 2232,Books,Electronics & Gadgets,413.05,26
Product 2233,Books,Apparel & Fashion,454.2,21
Product 2234,Books,Books & Literature,447.35,45
Product 2235,Toys & Games,Books & Literature,107.38,39
Product 2236,Electronics,Books & Literature,395.65,38
Product 2237,Home Decor,Books & Literature,268.73,90
Product 2238,Books,Books & Literature,265.48,40
Product 2239,Toys & Games,Home & Garden,79.13,85
Product 2240,Books,Toys & Games,413.82,64
Product 2241,Home Decor,Books & Literature,13.37,40
Product 2242,Books,Books & Literature,243.43,6
Product 2243,Electronics,Books & Literature,203.72,1
Product 2244,Toys & Games,Toys & Games,225.85,99
Product 2245,Books,Books & Literature,452.78,63
Product 2246,Home Decor,Home & Garden,32.71,13
Product 2247,Toys & Games,Books & Literature,163.29,91
Product 2248,Clothing,Books & Literature,474.04,16
Product 2249,Books,Books & Literature,292.05,69
Product 2250,Electronics,Books & Literature,281.0,63
Product 2251,Clothing,Home & Garden,161.8,53
Product 2252,Books,Home & Garden,403.99,59
Product 2253,Books,Toys & Games,204.52,89
Product 2254,Electronics,Home & Garden,100.74,96
Product 2255,Electronics,Books & Literature,461.82,89
Product 2256,Toys & Games,Apparel & Fashion,37.33,82
Product 2257,Home Decor,Electronics & Gadgets,41.24,4
Product 2258,Home Decor,Books & Literature,275.16,31
Product 2259,Electronics,Electronics & Gadgets,319.46,45
Product 2260,Home Decor,Toys & Games,195.72,90
Product 2261,Electronics,Toys & Games,177.36,88
Product 2262,Clothing,Toys & Games,88.73,68
Product 2263,Books,Toys & Games,103.92,99
Product 2264,Electronics,Apparel & Fashion,247.52,43
Product 2265,Home Decor,Toys & Games,70.85,6
Product 2266,Toys & Games,Electronics & Gadgets,145.52,40
Product 2267,Electronics,Books & Literature,181.78,26
Product 2268,Clothing,Toys & Games,203.59,46
Product 2269,Clothing,Apparel & Fashion,9.94,68
Product 2270,Home Decor,Books & Literature,381.2,90
Product 2271,Toys & Games,Books & Literature,458.1,26
Product 2272,Books,Home & Garden,292.61,1
Product 2273,Books,Books & Literature,306.56,81
Product 2274,Clothing,Books & Literature,453.88,15
Product 2275,Clothing,Electronics & Gadgets,306.81,70
Product 2276,Electronics,Apparel & Fashion,148.79,70
Product 2277,Clothing,Home & Garden,497.31,35
Product 2278,Books,Home & Garden,87.07,73
Product 2279,Toys & Games,Toys & Games,438.42,62
Product 2280,Books,Home & Garden,122.28,13
Product 2281,Books,Toys & Games,192.55,93
Product 2282,Home Decor,Toys & Games,455.3,36
Product 2283,Books,Books & Literature,434.83,93
Product 2284,Books,Apparel & Fashion,161.76,99
Product 2285,Toys & Games,Apparel & Fashion,266.23,62
Product 2286,Home Decor,Books & Literature,357.73,14
Product 2287,Electronics,Home & Garden,213.83,93
Product 2288,Toys & Games,Home & Garden,319.31,71
Product 2289,Home Decor,Home & Garden,157.92,77
Product 2290,Home Decor,Home & Garden,276.27,75
Product 2291,Home Decor,Home & Garden,426.44,81
Product 2292,Toys & Games,Electronics & Gadgets,462.54,40
Product 2293,Electronics,Toys & Games,222.83,80
Product 2294,Clothing,Apparel & Fashion,331.83,79
Product 2295,Electronics,Apparel & Fashion,393.65,28
Product 2296,Electronics,Books & Literature,270.45,85
Product 2297,Toys & Games,Electronics & Gadgets,463.85,49
Product 2298,Electronics,Books & Literature,111.08,56
Product 2299,Electronics,Electronics & Gadgets,180.54,55
Product 2300,Electronics,Toys & Games,57.01,79
Product 2301,Electronics,Books & Literature,261.56,32
Product 2302,Books,Electronics & Gadgets,144.81,57
Product 2303,Home Decor,Electronics & Gadgets,327.48,52
Product 2304,Clothing,Home & Garden,211.44,88
Product 2305,Electronics,Books & Literature,414.2,80
Product 2306,Home Decor,Home & Garden,168.22,96
Product 2307,Books,Toys & Games,198.38,9
Product 2308,Clothing,Toys & Games,377.27,16
Product 2309,Clothing,Electronics & Gadgets,287.89,31
Product 2310,Toys & Games,Apparel & Fashion,378.98,57
Product 2311,Home Decor,Home & Garden,13.98,88
Product 2312,Toys & Games,Home & Garden,435.79,48
Product 2313,Books,Books & Literature,350.29,78
Product 2314,Toys & Games,Apparel & Fashion,34.37,40
Product 2315,Electronics,Books & Literature,124.05,94
Product 2316,Electronics,Electronics & Gadgets,273.01,41
Product 2317,Books,Books & Literature,286.69,78
Product 2318,Books,Electronics & Gadgets,6.0,88
Product 2319,Toys & Games,Electronics & Gadgets,118.24,47
Product 2320,Clothing,Home & Garden,117.03,60
Product 2321,Home Decor,Books & Literature,443.66,51
Product 2322,Books,Electronics & Gadgets,378.78,98
Product 2323,Home Decor,Electronics & Gadgets,375.61,70
Product 2324,Books,Home & Garden,370.39,51
Product 2325,Toys & Games,Apparel & Fashion,425.37,18
Product 2326,Clothing,Apparel & Fashion,337.01,81
Product 2327,Books,Home & Garden,10.93,39
Product 2328,Books,Toys & Games,24.42,40
Product 2329,Clothing,Toys & Games,270.38,42
Product 2330,Electronics,Apparel & Fashion,66.02,12
Product 2331,Electronics,Books & Literature,150.96,22
Product 2332,Clothing,Books & Literature,113.52,60
Product 2333,Toys & Games,Home & Garden,198.85,13
Product 2334,Toys & Games,Toys & Games,387.18,56
Product 2335,Clothing,Home & Garden,416.45,91
Product 2336,Toys & Games,Toys & Games,295.84,6
Product 2337,Home Decor,Apparel & Fashion,435.82,82
Product 2338,Books,Apparel & Fashion,222.95,46
Product 2339,Electronics,Toys & Games,5.13,29
Product 2340,Toys & Games,Books & Literature,436.2,14
Product 2341,Toys & Games,Home & Garden,222.0,94
Product 2342,Electronics,Books & Literature,437.65,57
Product 2343,Home Decor,Toys & Games,366.4,68
Product 2344,Home Decor,Apparel & Fashion,397.58,7
Product 2345,Electronics,Toys & Games,475.27,79
Product 2346,Electronics,Apparel & Fashion,121.03,24
Product 2347,Home Decor,Electronics & Gadgets,309.35,29
Product 2348,Electronics,Apparel & Fashion,402.61,95
Product 2349,Books,Home & Garden,99.88,83
Product 2350,Books,Books & Literature,312.37,68
Product 2351,Electronics,Toys & Games,63.41,8
Product 2352,Home Decor,Apparel & Fashion,91.73,69
Product 2353,Books,Toys & Games,14.61,35
Product 2354,Home Decor,Books & Literature,91.68,9
Product 2355,Clothing,Electronics & Gadgets,186.15,93
Product 2356,Books,Apparel & Fashion,234.96,56
Product 2357,Electronics,Apparel & Fashion,297.14,46
Product 2358,Electronics,Apparel & Fashion,310.42,78
Product 2359,Home Decor,Electronics & Gadgets,182.47,90
Product 2360,Toys & Games,Toys & Games,260.93,23
Product 2361,Books,Electronics & Gadgets,372.86,36
Product 2362,Home Decor,Home & Garden,221.72,8
Product 2363,Electronics,Apparel & Fashion,411.24,88
Product 2364,Home Decor,Apparel & Fashion,291.92,29
Product 2365,Home Decor,Toys & Games,337.48,77
Product 2366,Home Decor,Books & Literature,274.86,47
Product 2367,Clothing,Books & Literature,66.82,68
Product 2368,Books,Apparel & Fashion,123.14,46
Product 2369,Books,Electronics & Gadgets,291.1,39
Product 2370,Toys & Games,Toys & Games,151.83,86
Product 2371,Toys & Games,Books & Literature,295.49,30
Product 2372,Electronics,Apparel & Fashion,176.11,11
Product 2373,Home Decor,Electronics & Gadgets,16.86,2
Product 2374,Home Decor,Apparel & Fashion,324.16,67
Product 2375,Electronics,Electronics & Gadgets,318.63,99
Product 2376,Books,Books & Literature,499.71,73
Product 2377,Electronics,Apparel & Fashion,39.67,41
Product 2378,Toys & Games,Electronics & Gadgets,226.07,40
Product 2379,Clothing,Apparel & Fashion,85.25,12
Product 2380,Electronics,Electronics & Gadgets,152.04,69
Product 2381,Electronics,Toys & Games,429.88,78
Product 2382,Toys & Games,Apparel & Fashion,134.57,84
Product 2383,Books,Electronics & Gadgets,489.62,100
Product 2384,Books,Home & Garden,296.12,46
Product 2385,Home Decor,Electronics & Gadgets,213.25,10
Product 2386,Books,Books & Literature,199.19,30
Product 2387,Books,Apparel & Fashion,134.63,89
Product 2388,Books,Electronics & Gadgets,192.36,71
Product 2389,Books,Apparel & Fashion,168.68,56
Product 2390,Electronics,Electronics & Gadgets,12.91,46
Product 2391,Home Decor,Electronics & Gadgets,499.73,95
Product 2392,Books,Toys & Games,254.81,66
Product 2393,Books,Books & Literature,312.26,91
Product 2394,Toys & Games,Apparel & Fashion,292.53,71
Product 2395,Electronics,Apparel & Fashion,353.65,32
Product 2396,Books,Apparel & Fashion,277.13,85
Product 2397,Books,Home & Garden,479.23,43
Product 2398,Toys & Games,Toys & Games,476.88,86
Product 2399,Books,Electronics & Gadgets,363.61,60
Product 2400,Clothing,Electronics & Gadgets,488.57,12
Product 2401,Electronics,Toys & Games,254.89,10
Product 2402,Home Decor,Electronics & Gadgets,345.62,81
Product 2403,Toys & Games,Toys & Games,333.26,87
Product 2404,Electronics,Electronics & Gadgets,462.32,58
Product 2405,Electronics,Home & Garden,263.51,33
Product 2406,Books,Apparel & Fashion,329.59,6
Product 2407,Toys & Games,Home & Garden,427.98,58
Product 2408,Clothing,Electronics & Gadgets,360.02,27
Product 2409,Electronics,Electronics & Gadgets,231.73,97
Product 2410,Home Decor,Home & Garden,24.15,91
Product 2411,Clothing,Books & Literature,175.56,77
Product 2412,Home Decor,Apparel & Fashion,388.6,45
Product 2413,Books,Toys & Games,323.31,98
Product 2414,Books,Toys & Games,119.71,45
Product 2415,Books,Books & Literature,456.19,1
Product 2416,Electronics,Toys & Games,304.67,13
Product 2417,Toys & Games,Home & Garden,103.3,48
Product 2418,Home Decor,Electronics & Gadgets,425.97,18
Product 2419,Electronics,Books & Literature,343.08,86
Product 2420,Clothing,Electronics & Gadgets,266.76,48
Product 2421,Electronics,Toys & Games,387.91,19
Product 2422,Home Decor,Toys & Games,497.23,11
Product 2423,Home Decor,Toys & Games,358.79,21
Product 2424,Electronics,Apparel & Fashion,448.89,16
Product 2425,Toys & Games,Electronics & Gadgets,421.32,19
Product 2426,Home Decor,Electronics & Gadgets,222.97,93
Product 2427,Clothing,Apparel & Fashion,184.0,82
Product 2428,Electronics,Home & Garden,126.14,36
Product 2429,Clothing,Electronics & Gadgets,21.88,45
Product 2430,Clothing,Toys & Games,144.44,66
Product 2431,Electronics,Home & Garden,352.14,63
Product 2432,Clothing,Apparel & Fashion,362.97,42
Product 2433,Electronics,Toys & Games,353.6,73
Product 2434,Electronics,Toys & Games,151.17,100
Product 2435,Books,Home & Garden,15.0,60
Product 2436,Toys & Games,Books & Literature,316.05,7
Product 2437,Electronics,Toys & Games,331.21,25
Product 2438,Electronics,Apparel & Fashion,225.29,27
Product 2439,Clothing,Books & Literature,281.56,94
Product 2440,Clothing,Toys & Games,131.02,85
Product 2441,Electronics,Books & Literature,37.02,47
Product 2442,Toys & Games,Apparel & Fashion,49.48,74
Product 2443,Electronics,Electronics & Gadgets,257.11,33
Product 2444,Home Decor,Apparel & Fashion,225.09,95
Product 2445,Home Decor,Apparel & Fashion,162.12,58
Product 2446,Clothing,Electronics & Gadgets,67.78,18
Product 2447,Electronics,Apparel & Fashion,465.58,33
Product 2448,Home Decor,Books & Literature,341.95,56
Product 2449,Toys & Games,Apparel & Fashion,413.96,23
Product 2450,Books,Books & Literature,130.88,71
Product 2451,Toys & Games,Home & Garden,476.83,98
Product 2452,Electronics,Home & Garden,110.57,64
Product 2453,Clothing,Home & Garden,385.78,70
Product 2454,Electronics,Apparel & Fashion,50.13,89
Product 2455,Clothing,Toys & Games,365.65,59
Product 2456,Home Decor,Books & Literature,430.24,16
Product 2457,Home Decor,Books & Literature,162.1,58
Product 2458,Clothing,Electronics & Gadgets,366.9,70
Product 2459,Books,Home & Garden,230.62,47
Product 2460,Toys & Games,Apparel & Fashion,395.47,44
Product 2461,Clothing,Books & Literature,139.28,57
Product 2462,Books,Books & Literature,268.5,65
Product 2463,Books,Toys & Games,401.67,82
Product 2464,Clothing,Home & Garden,314.03,65
Product 2465,Toys & Games,Apparel & Fashion,264.33,38
Product 2466,Clothing,Toys & Games,21.09,96
Product 2467,Clothing,Electronics & Gadgets,188.44,51
Product 2468,Clothing,Toys & Games,366.28,18
Product 2469,Books,Apparel & Fashion,23.97,94
Product 2470,Clothing,Books & Literature,387.15,20
Product 2471,Electronics,Apparel & Fashion,56.56,31
Product 2472,Home Decor,Electronics & Gadgets,426.67,37
Product 2473,Electronics,Home & Garden,319.72,7
Product 2474,Clothing,Apparel & Fashion,417.37,67
Product 2475,Clothing,Home & Garden,216.04,54
Product 2476,Home Decor,Home & Garden,18.28,100
Product 2477,Clothing,Apparel & Fashion,374.22,89
Product 2478,Electronics,Toys & Games,200.72,13
Product 2479,Toys & Games,Toys & Games,438.96,100
Product 2480,Electronics,Electronics & Gadgets,367.02,3
Product 2481,Toys & Games,Home & Garden,328.15,44
Product 2482,Books,Electronics & Gadgets,134.09,2
Product 2483,Toys & Games,Apparel & Fashion,90.37,9
Product 2484,Home Decor,Books & Literature,135.37,52
Product 2485,Clothing,Apparel & Fashion,268.11,24
Product 2486,Home Decor,Electronics & Gadgets,196.82,80
Product 2487,Clothing,Toys & Games,61.9,83
Product 2488,Home Decor,Apparel & Fashion,311.75,90
Product 2489,Books,Home & Garden,360.79,95
Product 2490,Books,Home & Garden,181.8,84
Product 2491,Books,Home & Garden,161.68,17
Product 2492,Toys & Games,Electronics & Gadgets,193.52,30
Product 2493,Clothing,Apparel & Fashion,162.68,65
Product 2494,Home Decor,Electronics & Gadgets,420.69,32
Product 2495,Books,Books & Literature,127.75,19
Product 2496,Books,Apparel & Fashion,118.65,60
Product 2497,Books,Electronics & Gadgets,60.74,78
Product 2498,Electronics,Apparel & Fashion,262.75,71
Product 2499,Clothing,Apparel & Fashion,199.26,36
Product 2500,Toys & Games,Books & Literature,349.23,38
Product 2501,Electronics,Electronics & Gadgets,441.15,79
Product 2502,Electronics,Apparel & Fashion,418.87,6
Product 2503,Books,Apparel & Fashion,395.88,52
Product 2504,Home Decor,Home & Garden,496.18,32
Product 2505,Home Decor,Home & Garden,9.43,56
Product 2506,Toys & Games,Home & Garden,498.11,24
Product 2507,Books,Toys & Games,86.67,82
Product 2508,Books,Toys & Games,5.78,6
Product 2509,Home Decor,Apparel & Fashion,127.95,72
Product 2510,Clothing,Apparel & Fashion,279.14,1
Product 2511,Home Decor,Home & Garden,308.88,54
Product 2512,Toys & Games,Home & Garden,333.44,35
Product 2513,Books,Home & Garden,249.29,96
Product 2514,Clothing,Electronics & Gadgets,410.98,62
Product 2515,Toys & Games,Apparel & Fashion,216.33,53
Product 2516,Toys & Games,Toys & Games,322.78,59
Product 2517,Home Decor,Electronics & Gadgets,56.19,86
Product 2518,Home Decor,Electronics & Gadgets,256.05,4
Product 2519,Books,Books & Literature,368.99,62
Product 2520,Toys & Games,Home & Garden,105.77,30
Product 2521,Toys & Games,Home & Garden,100.1,95
Product 2522,Home Decor,Apparel & Fashion,243.64,67
Product 2523,Electronics,Electronics & Gadgets,427.93,61
Product 2524,Electronics,Books & Literature,420.25,82
Product 2525,Clothing,Home & Garden,123.35,11
Product 2526,Home Decor,Toys & Games,75.63,71
Product 2527,Home Decor,Toys & Games,167.38,13
